JAICHAND LAL DAGA,,,,,,,
Bills Receivable,,,,,,,
Account Group : Morbi Party,On Basis of : Due Date,,,,,,
From 1-4-2017 to 9-9-2025,Bills Status as on : 9-9-2025,,,,,,
Account,Dated,Type,Ref. No.,Ref. Amt.,Due Amt.,Due Date,Due Days
,06-07-2025,SupO,3023,"32,445.00","32,445.00",06-07-2025,65
,08-07-2025,SupO,3109,"32,996.00","32,996.00",08-07-2025,63
,10-07-2025,SupO,3161,"32,839.00","32,839.00",10-07-2025,61
,,,Total,"4,50,397.00","4,18,362.00",,
,,,,,,,
Sega Granito LLP,27-02-2025,OpBl,6596,"33,075.00","11,812.00",27-02-2025,194
,07-03-2025,OpBl,6813,"32,666.00","32,666.00",07-03-2025,186
,19-03-2025,OpBl,7043,"33,036.00","33,036.00",19-03-2025,174
,24-03-2025,OpBl,7196,"32,839.00","32,839.00",24-03-2025,169
,04-04-2025,SupO,145,"33,941.00","33,941.00",04-04-2025,158
,11-04-2025,SupO,313,"32,839.00","32,839.00",11-04-2025,151
,11-04-2025,SupO,317,"33,233.00","33,233.00",11-04-2025,151
,14-04-2025,SupO,396,"33,233.00","33,233.00",14-04-2025,148
,16-04-2025,SupO,447,"32,839.00","32,839.00",16-04-2025,146
,17-04-2025,SupO,490,"32,839.00","32,839.00",17-04-2025,145
,17-04-2025,SupO,500,"32,839.00","32,839.00",17-04-2025,145
,20-05-2025,SupO,1600,"32,839.00","32,839.00",20-05-2025,112
,23-05-2025,SupO,1705,"32,996.00","32,996.00",23-05-2025,109
,25-05-2025,SupO,1750,"32,839.00","32,839.00",25-05-2025,107
,07-06-2025,SupO,2127,"33,075.00","33,075.00",07-06-2025,94
,10-06-2025,SupO,2256,"32,839.00","32,839.00",10-06-2025,91
,13-06-2025,SupO,2352,"32,634.00","32,634.00",13-06-2025,88
,15-06-2025,SupO,2395,"27,720.00","27,720.00",15-06-2025,86
,20-06-2025,SupO,2535,"33,390.00","33,390.00",20-06-2025,81
,22-06-2025,SupO,2570,"32,839.00","32,839.00",22-06-2025,79
,23-06-2025,SupO,2602,"33,390.00","33,390.00",23-06-2025,78
,25-06-2025,SupO,2658,"33,383.00","33,383.00",25-06-2025,76
,,,Total,"7,21,323.00","7,00,060.00",,
,,,,,,,
Sento Sanitarywares,03-12-2017,OpBl,3354,"32,732.00","32,732.00",03-12-2017,2837
,,,"Org. Amt. 39,955.00",,,,
,18-01-2018,OpBl,4448,"43,865.00","43,865.00",18-01-2018,2791
,24-01-2021,OpBl,3580,"64,136.00","64,136.00",24-01-2021,1689
,,,Total,"1,40,733.00","1,40,733.00",,
,,,,,,,
SENTOSA GRANITO PVT LTD,09-06-2025,SupO,2226,"27,584.00","27,584.00",09-06-2025,92
,09-06-2025,SupO,2228,"32,634.00","32,634.00",09-06-2025,92
,11-06-2025,SupO,2274,"33,178.00","33,178.00",11-06-2025,90
,13-06-2025,SupO,2360,"32,556.00","32,556.00",13-06-2025,88
,18-06-2025,SupO,2473,"32,401.00","32,401.00",18-06-2025,83
,28-06-2025,SupO,2733,"32,090.00","32,090.00",28-06-2025,73
,01-07-2025,SupO,2841,"33,178.00","33,178.00",01-07-2025,70
,05-07-2025,SupO,2967,"32,634.00","32,634.00",05-07-2025,66
,06-07-2025,SupO,3040,"33,100.00","33,100.00",06-07-2025,65
,,,Total,"2,89,355.00","2,89,355.00",,
,,,,,,,
SIGNET CERAMICS,25-08-2018,OpBl,2813,"22,037.00","22,037.00",25-08-2018,2572
,04-09-2018,OpBl,2952,"17,630.00","17,630.00",04-09-2018,2562
,,,Total,"39,667.00","39,667.00",,
,,,,,,,
SILVERSUN SANITARYWARE LLP,09-12-2021,OpBl,4239,"10,014.00","10,014.00",09-12-2021,1370
,,,"Org. Amt. 60,014.00",,,,
,08-03-2022,OpBl,5879,"56,438.00","56,438.00",08-03-2022,1281
,,,Total,"66,452.00","66,452.00",,
,,,,,,,
Simolex Ceramic Pvt Ltd,08-05-2025,SupO,1208,"88,751.00","88,751.00",08-05-2025,124
,09-05-2025,SupO,1230,"1,07,788.00","1,07,788.00",09-05-2025,123
,12-05-2025,SupO,1335,"1,06,502.00","1,06,502.00",12-05-2025,120
,14-05-2025,SupO,1389,"88,880.00","88,880.00",14-05-2025,118
,14-05-2025,SupO,1419,"1,05,987.00","1,05,987.00",14-05-2025,118
,16-05-2025,SupO,1462,"88,751.00","88,751.00",16-05-2025,116
,20-05-2025,SupO,1590,"90,012.00","90,012.00",20-05-2025,112
,23-05-2025,SupO,1672,"1,08,302.00","1,08,302.00",23-05-2025,109
,24-05-2025,SupO,1721,"89,935.00","89,935.00",24-05-2025,108
,25-05-2025,SupO,1748,"1,07,273.00","1,07,273.00",25-05-2025,107
,26-05-2025,SupO,1790,"1,07,273.00","1,07,273.00",26-05-2025,106
,28-05-2025,SupO,1826,"1,07,273.00","1,07,273.00",28-05-2025,104
,30-05-2025,SupO,1901,"89,009.00","89,009.00",30-05-2025,102
,01-06-2025,SupO,1960,"1,07,248.00","1,07,248.00",01-06-2025,100
,04-06-2025,SupO,2049,"90,295.00","90,295.00",04-06-2025,97
,04-06-2025,SupO,2070,"1,08,354.00","1,08,354.00",04-06-2025,97
,06-06-2025,SupO,2103,"1,07,016.00","1,07,016.00",06-06-2025,95
,07-06-2025,SupO,2151,"1,07,273.00","1,07,273.00",07-06-2025,94
,08-06-2025,SupO,2166,"1,10,618.00","1,10,618.00",08-06-2025,93
,12-06-2025,SupO,2300,"1,07,273.00","1,07,273.00",12-06-2025,89
,13-06-2025,SupO,2332,"86,693.00","86,693.00",13-06-2025,88
,14-06-2025,SupO,2373,"90,038.00","90,038.00",14-06-2025,87
,15-06-2025,SupO,2389,"90,038.00","90,038.00",15-06-2025,86
,17-06-2025,SupO,2450,"89,266.00","89,266.00",17-06-2025,84
,19-06-2025,SupO,2487,"1,04,958.00","1,04,958.00",19-06-2025,82
,24-06-2025,SupO,2623,"1,07,376.00","1,07,376.00",24-06-2025,77
,29-06-2025,SupO,2754,"91,324.00","91,324.00",29-06-2025,72
,30-06-2025,SupO,2786,"1,08,302.00","1,08,302.00",30-06-2025,71
,07-07-2025,SupO,3048,"89,780.00","89,780.00",07-07-2025,64
,08-07-2025,SupO,3090,"1,06,759.00","1,06,759.00",08-07-2025,63
,09-07-2025,SupO,3131,"90,527.00","90,527.00",09-07-2025,62
,10-07-2025,SupO,3158,"89,601.00","89,601.00",10-07-2025,61
,11-07-2025,SupO,3181,"1,08,405.00","1,08,405.00",11-07-2025,60
,,,Total,"32,76,880.00","32,76,880.00",,
,,,,,,,
Skymate Sanitaryware,05-03-2025,OpBl,6745,"53,912.00","53,912.00",05-03-2025,188
,10-06-2025,SupO,2250,"64,250.00","64,250.00",10-06-2025,91
,,,Total,"1,18,162.00","1,18,162.00",,
,,,,,,,
SKYMAX CERMIC,19-06-2019,OpBl,1490,"22,348.00","22,348.00",19-06-2019,2274
,22-06-2019,OpBl,1543,"22,227.00","22,227.00",22-06-2019,2271
,23-06-2019,OpBl,1562,"21,319.00","21,319.00",23-06-2019,2270
,,,Total,"65,894.00","65,894.00",,
,,,,,,,
SOLIZO VITRIFIED PVT. LTD.,04-04-2025,SupO,125,"32,634.00","32,634.00",04-04-2025,158
,10-04-2025,SupO,293,"33,023.00","33,023.00",10-04-2025,152
,07-05-2025,SupO,1194,"32,168.00","32,168.00",07-05-2025,125
,09-05-2025,SupO,1248,"32,090.00","32,090.00",09-05-2025,123
,11-05-2025,SupO,1314,"33,333.00","33,333.00",11-05-2025,121
,23-05-2025,SupO,1676,"27,661.00","27,661.00",23-05-2025,109
,28-05-2025,SupO,1845,"32,789.00","32,789.00",28-05-2025,104
,03-06-2025,SupO,2017,"32,712.00","32,712.00",03-06-2025,98
,06-06-2025,SupO,2106,"32,634.00","32,634.00",06-06-2025,95
,08-06-2025,SupO,2165,"27,195.00","27,195.00",08-06-2025,93
,10-06-2025,SupO,2258,"93,177.00","93,177.00",10-06-2025,91
,16-06-2025,SupO,2421,"1,14,865.00","1,14,865.00",16-06-2025,85
,23-06-2025,SupO,2620,"90,767.00","90,767.00",23-06-2025,78
,,,Total,"6,15,048.00","6,15,048.00",,
,,,,,,,
SPECON TILES LLP,27-01-2025,OpBl,5848,"31,592.00","31,592.00",27-01-2025,225
,06-02-2025,OpBl,6086,"31,592.00","31,592.00",06-02-2025,215
,07-02-2025,OpBl,6110,"26,264.00","26,264.00",07-02-2025,214
,15-02-2025,OpBl,6297,"31,973.00","31,973.00",15-02-2025,206
,15-02-2025,OpBl,6299,"26,644.00","26,644.00",15-02-2025,206
,16-02-2025,OpBl,6312,"32,277.00","32,277.00",16-02-2025,205
,17-02-2025,OpBl,6332,"31,745.00","31,745.00",17-02-2025,204
,17-02-2025,OpBl,6333,"31,820.00","31,820.00",17-02-2025,204
,18-02-2025,OpBl,6355,"32,125.00","32,125.00",18-02-2025,203
,18-02-2025,OpBl,6371,"26,660.00","26,660.00",18-02-2025,203
,19-02-2025,OpBl,6389,"26,660.00","26,660.00",19-02-2025,202
,20-02-2025,OpBl,6411,"31,668.00","31,668.00",20-02-2025,201
,20-02-2025,OpBl,6423,"26,081.00","26,081.00",20-02-2025,201
,21-02-2025,OpBl,6442,"31,965.00","31,965.00",21-02-2025,200
,21-02-2025,OpBl,6445,"31,851.00","31,851.00",21-02-2025,200
,21-02-2025,OpBl,6457,"31,912.00","31,912.00",21-02-2025,200
,22-02-2025,OpBl,6462,"31,729.00","31,729.00",22-02-2025,199
,23-02-2025,OpBl,6470,"32,658.00","32,658.00",23-02-2025,198
,23-02-2025,OpBl,6471,"26,568.00","26,568.00",23-02-2025,198
,24-02-2025,OpBl,6499,"26,416.00","26,416.00",24-02-2025,197
,24-02-2025,OpBl,6508,"31,881.00","31,881.00",24-02-2025,197
,25-02-2025,OpBl,6529,"31,059.00","31,059.00",25-02-2025,196
,25-02-2025,OpBl,6542,"31,592.00","31,592.00",25-02-2025,196
,26-02-2025,OpBl,6563,"27,025.00","27,025.00",26-02-2025,195
,27-02-2025,OpBl,6585,"31,364.00","31,364.00",27-02-2025,194
,28-02-2025,OpBl,6612,"31,592.00","31,592.00",28-02-2025,193
,01-03-2025,OpBl,6626,"32,049.00","32,049.00",01-03-2025,192
,02-03-2025,OpBl,6651,"32,642.00","32,642.00",02-03-2025,191
,02-03-2025,OpBl,6656,"26,492.00","26,492.00",02-03-2025,191
,02-03-2025,OpBl,6659,"32,049.00","32,049.00",02-03-2025,191
,03-03-2025,OpBl,6678,"32,270.00","32,270.00",03-03-2025,190
,04-03-2025,OpBl,6697,"26,644.00","26,644.00",04-03-2025,189
,06-04-2025,SupO,184,"26,720.00","26,720.00",06-04-2025,156
,07-04-2025,SupO,192,"26,416.00","26,416.00",07-04-2025,155
,08-04-2025,SupO,229,"31,973.00","31,973.00",08-04-2025,154
,18-04-2025,SupO,529,"26,492.00","26,492.00",18-04-2025,144
,18-04-2025,SupO,536,"31,736.00","31,736.00",18-04-2025,144
,19-04-2025,SupO,572,"26,644.00","26,644.00",19-04-2025,143
,26-04-2025,SupO,828,"31,592.00","31,592.00",26-04-2025,136
,27-04-2025,SupO,840,"31,973.00","31,973.00",27-04-2025,135
,01-05-2025,SupO,950,"31,592.00","31,592.00",01-05-2025,131
,12-05-2025,SupO,1338,"31,729.00","31,729.00",12-05-2025,120
,16-05-2025,SupO,1468,"26,873.00","26,873.00",16-05-2025,116
,,,Total,"12,90,599.00","12,90,599.00",,
,,,,,,,
SPERA VITRIFIED LLP,07-03-2025,OpBl,6801,"33,469.00","33,469.00",07-03-2025,186
,,,Total,"33,469.00","33,469.00",,
,,,,,,,
STENFORD CERAMICS,08-06-2018,OpBl,1653,"20,425.00","20,425.00",08-06-2018,2650
,,,"Org. Amt. 40,005.00",,,,
,09-06-2018,OpBl,1674,"38,805.00","38,805.00",09-06-2018,2649
,10-06-2018,OpBl,1715,"39,205.00","39,205.00",10-06-2018,2648
,12-06-2018,OpBl,1732,"37,605.00","37,605.00",12-06-2018,2646
,12-06-2018,OpBl,1733,"45,606.00","45,606.00",12-06-2018,2646
,15-06-2018,OpBl,1784,"40,005.00","40,005.00",15-06-2018,2643
,17-06-2018,OpBl,1819,"47,206.00","47,206.00",17-06-2018,2641
,19-06-2018,OpBl,1858,"47,339.00","47,339.00",19-06-2018,2639
,20-06-2018,OpBl,1881,"38,845.00","38,845.00",20-06-2018,2638
,23-06-2018,OpBl,1915,"38,271.00","38,271.00",23-06-2018,2635
,27-08-2018,OpBl,2833,"39,738.00","39,738.00",27-08-2018,2570
,29-08-2018,OpBl,2880,"40,005.00","40,005.00",29-08-2018,2568
,30-08-2018,OpBl,2888,"47,339.00","47,339.00",30-08-2018,2567
,30-08-2018,OpBl,2889,"47,206.00","47,206.00",30-08-2018,2567
,24-12-2020,OpBl,3011,"40,121.00","40,121.00",24-12-2020,1720
,25-12-2020,OpBl,3038,"38,669.00","65,249.00",25-12-2020,1719
,26-12-2020,OpBl,3051,"40,257.00","40,257.00",26-12-2020,1718
,29-12-2020,OpBl,3113,"48,467.00","48,467.00",29-12-2020,1715
,30-12-2020,OpBl,3127,"40,144.00","40,144.00",30-12-2020,1714
,31-12-2020,OpBl,3146,"47,775.00","47,775.00",31-12-2020,1713
,31-12-2020,OpBl,3166,"39,305.00","39,305.00",31-12-2020,1713
,01-01-2021,OpBl,3177,"40,495.00","40,495.00",01-01-2021,1712
,01-01-2021,OpBl,3179,"39,735.00","39,735.00",01-01-2021,1712
,02-01-2021,OpBl,3201,"40,257.00","40,257.00",02-01-2021,1711
,03-01-2021,OpBl,3215,"46,641.00","46,641.00",03-01-2021,1710
,05-01-2021,OpBl,3242,"47,186.00","47,186.00",05-01-2021,1708
,12-01-2021,OpBl,3379,"38,896.00","38,896.00",12-01-2021,1701
,16-01-2021,OpBl,3444,"40,529.00","40,529.00",16-01-2021,1697
,19-01-2021,OpBl,3486,"48,807.00","48,807.00",19-01-2021,1694
,19-01-2021,OpBl,3489,"39,735.00","39,735.00",19-01-2021,1694
,19-01-2021,OpBl,3490,"40,517.00","40,517.00",19-01-2021,1694
,20-01-2021,OpBl,3515,"38,998.00","38,998.00",20-01-2021,1693
,22-01-2021,OpBl,3544,"47,708.00","47,708.00",22-01-2021,1691
,22-01-2021,OpBl,3556,"47,912.00","47,912.00",22-01-2021,1691
,25-01-2021,OpBl,3594,"39,565.00","39,565.00",25-01-2021,1688
,28-01-2021,OpBl,3644,"48,354.00","48,354.00",28-01-2021,1685
,28-01-2021,OpBl,3645,"39,974.00","39,974.00",28-01-2021,1685
,28-01-2021,OpBl,3647,"47,810.00","47,810.00",28-01-2021,1685
,28-01-2021,OpBl,3650,"39,213.00","39,213.00",28-01-2021,1685
,29-01-2021,OpBl,3663,"39,962.00","39,962.00",29-01-2021,1684
,29-01-2021,OpBl,3672,"35,244.00","35,244.00",29-01-2021,1684
,30-01-2021,OpBl,3678,"47,980.00","47,980.00",30-01-2021,1683
,31-01-2021,OpBl,3698,"48,750.00","48,750.00",31-01-2021,1682
,31-01-2021,OpBl,3700,"40,359.00","40,359.00",31-01-2021,1682
,31-01-2021,OpBl,3702,"47,424.00","47,424.00",31-01-2021,1682
,01-02-2021,OpBl,3710,"48,558.00","48,558.00",01-02-2021,1681
,01-02-2021,OpBl,3715,"47,900.00","47,900.00",01-02-2021,1681
,02-02-2021,OpBl,3721,"39,803.00","39,803.00",02-02-2021,1680
,02-02-2021,OpBl,3728,"47,004.00","47,004.00",02-02-2021,1680
,13-02-2021,OpBl,3887,"40,574.00","40,574.00",13-02-2021,1669
,10-03-2021,OpBl,4281,"49,012.00","49,012.00",10-03-2021,1644
,11-03-2021,OpBl,4295,"47,651.00","47,651.00",11-03-2021,1643
,12-03-2021,OpBl,4312,"34,553.00","34,553.00",12-03-2021,1642
,13-03-2021,OpBl,4324,"40,314.00","40,314.00",13-03-2021,1641
,14-03-2021,OpBl,4342,"33,997.00","33,997.00",14-03-2021,1640
,15-03-2021,OpBl,4366,"39,735.00","39,735.00",15-03-2021,1639
,16-03-2021,OpBl,4376,"47,583.00","47,583.00",16-03-2021,1638
,22-03-2021,OpBl,4502,"34,837.00","34,837.00",22-03-2021,1632
,23-03-2021,OpBl,4514,"40,223.00","40,223.00",23-03-2021,1631
,01-04-2021,OpBl,1,"39,849.00","39,849.00",01-04-2021,1622
,02-04-2021,OpBl,67,"40,472.00","40,472.00",02-04-2021,1621
,06-04-2021,OpBl,122,"39,894.00","39,894.00",06-04-2021,1617
,09-04-2021,OpBl,164,"40,019.00","40,019.00",09-04-2021,1614
,20-11-2024,OpBl,4486,"26,271.00","26,271.00",20-11-2024,293
,26-11-2024,OpBl,4583,"26,271.00","26,271.00",26-11-2024,287
,27-11-2024,OpBl,4610,"26,271.00","26,271.00",27-11-2024,286
,28-11-2024,OpBl,4635,"26,271.00","26,271.00",28-11-2024,285
,29-11-2024,OpBl,4657,"26,271.00","26,271.00",29-11-2024,284
,06-02-2025,OpBl,6108,"26,712.00","26,712.00",06-02-2025,215
,07-02-2025,OpBl,6123,"26,271.00","26,271.00",07-02-2025,214
,07-02-2025,OpBl,6131,"21,861.00","21,861.00",07-02-2025,214
,25-02-2025,OpBl,6547,"26,397.00","26,397.00",25-02-2025,196
,07-03-2025,OpBl,6812,"26,208.00","26,208.00",07-03-2025,186
,07-03-2025,OpBl,6828,"26,208.00","26,208.00",07-03-2025,186
,09-03-2025,OpBl,6856,"26,271.00","26,271.00",09-03-2025,184
,10-03-2025,OpBl,6868,"26,271.00","26,271.00",10-03-2025,183
,15-03-2025,OpBl,6933,"26,586.00","26,586.00",15-03-2025,178
,03-04-2025,SupO,114,"26,586.00","26,586.00",03-04-2025,159
,07-04-2025,SupO,224,"26,649.00","26,649.00",07-04-2025,155
,09-04-2025,SupO,273,"26,586.00","26,586.00",09-04-2025,153
,10-04-2025,SupO,288,"26,271.00","26,271.00",10-04-2025,152
,11-04-2025,SupO,330,"26,460.00","26,460.00",11-04-2025,151
,12-04-2025,SupO,354,"26,523.00","26,523.00",12-04-2025,150
,14-04-2025,SupO,397,"26,271.00","26,271.00",14-04-2025,148
,15-04-2025,SupO,427,"26,429.00","26,429.00",15-04-2025,147
,16-04-2025,SupO,446,"26,460.00","26,460.00",16-04-2025,146
,29-04-2025,SupO,936,"26,145.00","26,145.00",29-04-2025,133
,14-06-2025,SupO,2374,"26,271.00","26,271.00",14-06-2025,87
,14-06-2025,SupO,2375,"26,586.00","26,586.00",14-06-2025,87
,15-06-2025,SupO,2384,"26,271.00","26,271.00",15-06-2025,86
,15-06-2025,SupO,2386,"26,775.00","26,775.00",15-06-2025,86
,16-06-2025,SupO,2422,"26,397.00","26,397.00",16-06-2025,85
,16-06-2025,SupO,2438,"26,334.00","26,334.00",16-06-2025,85
,17-06-2025,SupO,2444,"26,706.00","26,706.00",17-06-2025,84
,19-06-2025,SupO,2484,"26,586.00","26,586.00",19-06-2025,82
,06-07-2025,SupO,3003,"26,586.00","26,586.00",06-07-2025,65
,07-07-2025,SupO,3081,"26,145.00","26,145.00",07-07-2025,64
,,,Total,"35,39,544.00","35,66,124.00",,
,,,,,,,
STONE GRANITO LLP,07-04-2025,SupO,199,"29,316.00","29,316.00",07-04-2025,155
,07-04-2025,SupO,219,"35,028.00","35,028.00",07-04-2025,155
,10-04-2025,SupO,300,"35,868.00","35,868.00",10-04-2025,152
,10-04-2025,SupO,308,"35,448.00","35,448.00",10-04-2025,152
,13-04-2025,SupO,376,"35,448.00","35,448.00",13-04-2025,149
,16-04-2025,SupO,469,"35,028.00","35,028.00",16-04-2025,146
,17-04-2025,SupO,484,"35,448.00","35,448.00",17-04-2025,145
,20-04-2025,SupO,584,"36,288.00","36,288.00",20-04-2025,142
,21-04-2025,SupO,646,"34,524.00","34,524.00",21-04-2025,141
,22-04-2025,SupO,683,"35,364.00","35,364.00",22-04-2025,140
,23-04-2025,SupO,702,"35,137.00","35,137.00",23-04-2025,139
,26-04-2025,SupO,793,"28,728.00","28,728.00",26-04-2025,136
,28-04-2025,SupO,858,"29,568.00","29,568.00",28-04-2025,134
,29-04-2025,SupO,932,"35,280.00","35,280.00",29-04-2025,133
,29-04-2025,SupO,933,"36,036.00","36,036.00",29-04-2025,133
,02-05-2025,SupO,1002,"28,980.00","28,980.00",02-05-2025,130
,02-05-2025,SupO,1003,"35,112.00","35,112.00",02-05-2025,130
,03-06-2025,SupO,2044,"34,020.00","34,020.00",03-06-2025,98
,04-06-2025,SupO,2068,"35,280.00","35,280.00",04-06-2025,97
,07-06-2025,SupO,2140,"35,028.00","35,028.00",07-06-2025,94
,08-06-2025,SupO,2161,"35,112.00","35,112.00",08-06-2025,93
,13-06-2025,SupO,2331,"35,448.00","35,448.00",13-06-2025,88
,,,Total,"7,51,489.00","7,51,489.00",,
,,,,,,,
SUNHEARRT CERAMIX PRIVATE LIMITE UNIT B2,09-07-2025,SupO,3133,"31,684.00","31,684.00",09-07-2025,62
,,,Total,"31,684.00","31,684.00",,
,,,,,,,
Sunpark Granito Pvt Ltd,01-07-2025,SupO,2844,"37,378.00","37,378.00",01-07-2025,70
,01-07-2025,SupO,2846,"36,682.00","36,682.00",01-07-2025,70
,02-07-2025,SupO,2882,"37,039.00","37,039.00",02-07-2025,69
,03-07-2025,SupO,2889,"37,039.00","37,039.00",03-07-2025,68
,04-07-2025,SupO,2950,"37,664.00","37,664.00",04-07-2025,67
,08-07-2025,SupO,3092,"37,307.00","37,307.00",08-07-2025,63
,,,Total,"2,23,109.00","2,23,109.00",,
,,,,,,,
SUNRAY TILES PVT.LTD.,21-06-2025,SupO,2545,"27,563.00","27,563.00",21-06-2025,80
,21-06-2025,SupO,2549,"32,681.00","32,681.00",21-06-2025,80
,,,Total,"60,244.00","60,244.00",,
,,,,,,,
SUNSHINE TILES CO PVT. LTD.,05-04-2025,SupO,162,"32,839.00","25,850.00",05-04-2025,157
,06-04-2025,SupO,176,"33,233.00","33,233.00",06-04-2025,156
,07-04-2025,SupO,195,"27,326.00","27,326.00",07-04-2025,155
,09-04-2025,SupO,258,"27,090.00","27,090.00",09-04-2025,153
,09-04-2025,SupO,259,"27,169.00","27,169.00",09-04-2025,153
,10-04-2025,SupO,306,"33,863.00","33,863.00",10-04-2025,152
,10-04-2025,SupO,307,"32,681.00","32,681.00",10-04-2025,152
,13-04-2025,SupO,363,"32,839.00","32,839.00",13-04-2025,149
,13-04-2025,SupO,377,"27,641.00","27,641.00",13-04-2025,149
,15-04-2025,SupO,433,"33,075.00","33,075.00",15-04-2025,147
,16-04-2025,SupO,466,"33,115.00","33,115.00",16-04-2025,146
,17-04-2025,SupO,498,"32,839.00","32,839.00",17-04-2025,145
,17-04-2025,SupO,499,"32,603.00","32,603.00",17-04-2025,145
,18-04-2025,SupO,539,"27,720.00","27,720.00",18-04-2025,144
,19-04-2025,SupO,545,"27,956.00","27,956.00",19-04-2025,143
,21-04-2025,SupO,644,"33,075.00","33,075.00",21-04-2025,141
,22-04-2025,SupO,655,"26,807.00","26,807.00",22-04-2025,140
,23-04-2025,SupO,690,"33,233.00","33,233.00",23-04-2025,139
,06-05-2025,SupO,1127,"33,075.00","33,075.00",06-05-2025,126
,06-05-2025,SupO,1129,"33,075.00","33,075.00",06-05-2025,126
,07-05-2025,SupO,1172,"33,863.00","33,863.00",07-05-2025,125
,07-05-2025,SupO,1195,"32,681.00","32,681.00",07-05-2025,125
,08-05-2025,SupO,1203,"33,233.00","33,233.00",08-05-2025,124
,08-05-2025,SupO,1220,"33,075.00","33,075.00",08-05-2025,124
,09-05-2025,SupO,1233,"27,563.00","27,563.00",09-05-2025,123
,09-05-2025,SupO,1244,"33,075.00","33,075.00",09-05-2025,123
,10-05-2025,SupO,1275,"27,563.00","27,563.00",10-05-2025,122
,11-05-2025,SupO,1316,"33,075.00","33,075.00",11-05-2025,121
,12-05-2025,SupO,1325,"32,524.00","32,524.00",12-05-2025,120
,13-05-2025,SupO,1365,"33,233.00","33,233.00",13-05-2025,119
,13-05-2025,SupO,1367,"33,469.00","33,469.00",13-05-2025,119
,14-05-2025,SupO,1399,"32,681.00","32,681.00",14-05-2025,118
,14-05-2025,SupO,1408,"33,233.00","33,233.00",14-05-2025,118
,19-05-2025,SupO,1586,"32,996.00","32,996.00",19-05-2025,113
,03-06-2025,SupO,2016,"27,563.00","27,563.00",03-06-2025,98
,03-06-2025,SupO,2043,"32,996.00","32,996.00",03-06-2025,98
,04-06-2025,SupO,2055,"32,996.00","32,996.00",04-06-2025,97
,05-06-2025,SupO,2078,"32,918.00","32,918.00",05-06-2025,96
,07-06-2025,SupO,2147,"32,839.00","32,839.00",07-06-2025,94
,08-06-2025,SupO,2171,"32,681.00","32,681.00",08-06-2025,93
,08-06-2025,SupO,2172,"33,469.00","33,469.00",08-06-2025,93
,08-07-2025,SupO,3123,"33,233.00","33,233.00",08-07-2025,63
,,,Total,"13,32,213.00","13,25,224.00",,
,,,,,,,
SUNSHINE TILES CO. P. LTD. UNIT B2,14-04-2025,SupO,388,"35,745.00","35,745.00",14-04-2025,148
,12-06-2025,SupO,2328,"37,664.00","37,664.00",12-06-2025,89
,,,Total,"73,409.00","73,409.00",,
,,,,,,,
SUNSHINE VITRIOUS TILES PVT.LTD.,29-04-2024,OpBl,594,"33,496.00","33,496.00",29-04-2024,498
,21-06-2024,OpBl,1477,"33,496.00","33,496.00",21-06-2024,445
,28-06-2024,OpBl,1601,"33,897.00","33,897.00",28-06-2024,438
,,,Total,"1,00,889.00","1,00,889.00",,
,,,,,,,
Sunworld Vitrtified Pvt Ltd,07-03-2025,OpBl,6799,"36,972.00",381,07-03-2025,186
,,,Total,"36,972.00",381,,
,,,,,,,
SUZORA TILES LLP,15-06-2025,SupO,2392,"36,753.00","36,753.00",15-06-2025,86
,22-06-2025,SupO,2595,"37,217.00","37,217.00",22-06-2025,79
,24-06-2025,SupO,2628,"37,217.00","37,217.00",24-06-2025,77
,24-06-2025,SupO,2629,"37,396.00","37,396.00",24-06-2025,77
,27-06-2025,SupO,2697,"37,217.00","37,217.00",27-06-2025,74
,28-06-2025,SupO,2732,"37,816.00","37,816.00",28-06-2025,73
,28-06-2025,SupO,2745,"37,217.00","37,217.00",28-06-2025,73
,29-06-2025,SupO,2757,"37,217.00","37,217.00",29-06-2025,72
,30-06-2025,SupO,2798,"37,396.00","37,396.00",30-06-2025,71
,04-07-2025,SupO,2930,"38,378.00","38,378.00",04-07-2025,67
,06-07-2025,SupO,3021,"37,396.00","37,396.00",06-07-2025,65
,10-07-2025,SupO,3163,"31,238.00","31,238.00",10-07-2025,61
,,,Total,"4,42,458.00","4,42,458.00",,
,,,,,,,
Swede Ceramic LLP,01-05-2025,SupO,966,"63,945.00","63,945.00",01-05-2025,131
,19-06-2025,SupO,2489,"64,250.00","64,250.00",19-06-2025,82
,,,Total,"1,28,195.00","1,28,195.00",,
,,,,,,,
SYMPHONY CERAMICS PVT. LTD.,01-04-2017,OpBl,2016-17,"43,281.00","43,281.00",01-04-2017,3083
,15-04-2017,OpBl,14,"7,862.00","7,862.00",15-04-2017,3069
,30-04-2017,OpBl,107,"3,451.00","3,451.00",30-04-2017,3054
,15-05-2017,OpBl,182,"15,473.00","15,473.00",15-05-2017,3039
,31-05-2017,OpBl,213,"3,806.00","3,806.00",31-05-2017,3023
,31-05-2017,OpBl,264,"20,635.00","20,635.00",31-05-2017,3023
,,,Total,"94,508.00","94,508.00",,
,,,,,,,
VALENZA GRANITO LLP,02-04-2025,SupO,63,"31,745.00",761,02-04-2025,160
,05-04-2025,SupO,153,"31,973.00","31,973.00",05-04-2025,157
,07-04-2025,SupO,215,"32,125.00","32,125.00",07-04-2025,155
,09-04-2025,SupO,279,"31,745.00","31,745.00",09-04-2025,153
